"log_sqft_living","grade","condition","bedrooms","bathrooms","log_sqft_lot","sqft_above","sqft_basement","sqft_living15","floors","view","waterfront1","zipcode98125","zipcode98028","zipcode98136","zipcode98074","zipcode98053","zipcode98003","zipcode98198","zipcode98146","zipcode98038","zipcode98007","zipcode98115","zipcode98107","zipcode98126","zipcode98019","zipcode98103","zipcode98002","zipcode98133","zipcode98040","zipcode98092","zipcode98030","zipcode98119","zipcode98112","zipcode98052","zipcode98027","zipcode98117","zipcode98058","zipcode98001","zipcode98056","zipcode98166","zipcode98023","zipcode98070","zipcode98148","zipcode98105","zipcode98042","zipcode98008","zipcode98059","zipcode98122","zipcode98144","zipcode98004","zipcode98005","zipcode98034","zipcode98075","zipcode98116","zipcode98010","zipcode98118","zipcode98199","zipcode98032","zipcode98045","zipcode98102","zipcode98077","zipcode98108","zipcode98168","zipcode98177","zipcode98065","zipcode98029","zipcode98006","zipcode98109","zipcode98022","zipcode98033","zipcode98155","zipcode98024","zipcode98011","zipcode98031","zipcode98106","zipcode98072","zipcode98188","zipcode98014","zipcode98055","zipcode98039","lat1","lat2","lat3","lat4","lat5","long1","long2","long3","long4","long5"
7.09007683577609,7,4,2,1,9.19522673416613,1200,0,1060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3089,2238.13201921,105883.563883604,5009234.93541303,236981394.635962,-122.21,14935.2841,-1825241.069861,223062711.147713,-27260493929.362
7.13089883029635,7,4,3,1,9.1874810778301,1250,0,1280,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3343,2240.53595649,106054.201125285,5020001.37232456,237618250.958022,-122.306,14958.757636,-1829545.81142862,223764430.012588,-27367732377.1196
7.39018142822643,7,4,4,1.75,8.5131851700187,860,760,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7025,2275.52850625,108548.398569391,5178029.98275636,247004975.252435,-122.341,14967.320281,-1831116.93049782,224020676.394034,-27406913570.7225
8.02289686960146,9,3,3,2.75,10.7114578369176,2330,720,4110,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5316,2259.25299856,107385.909826354,5104224.11150235,242611938.778285,-122.233,14940.906289,-1826271.79842334,223230680.73668,-27286155798.4866
7.72753511047545,8,3,5,2.5,8.74830491237962,2270,0,2240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3266,2239.80706756,106002.453163585,5016735.69989173,237425043.774496,-122.169,14925.264561,-1823404.64615281,222763522.215842,-27214796745.5873
6.97541392745595,7,3,2,1.5,9.17398754251038,1070,0,1220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3533,2242.33502089,106181.96294471,5028066.34590976,238095534.097768,-122.166,14924.531556,-1823270.3220703,222741642.16604,-27211455456.8564
7.80384330353877,8,4,3,2.25,8.77955745588373,2450,0,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3739,2244.28640121,106320.599542282,5036821.45065613,238613875.721239,-122.172,14925.997584,-1823538.97683245,222785403.877574,-27218138362.5309
7.44424864949671,6,5,3,2,8.45467928602699,1710,0,1030,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3048,2237.74410304,105856.037245487,5007498.67069029,236878723.11727,-122.218,14937.239524,-1825599.54014423,223121124.597348,-27269417606.0387
7.80384330353877,8,3,3,1.75,7.89766815072691,1750,700,1760,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6386,2269.43620996,108112.7638318,5150340.71107761,245355020.998742,-122.36,14971.9696,-1831970.200256,224159873.703324,-27428202146.3387
7.24422751560335,8,5,3,1,7.36581283720947,1400,0,1860,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6221,2267.86440841,108000.465643742,5143208.97493284,244930412.125149,-122.314,14960.714596,-1829904.84509514,223822981.222967,-27376684125.306
7.32646561384032,7,3,3,1.75,8.76092337633884,790,730,1520,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.695,2274.813025,108497.207227375,5174774.29870965,246810860.176957,-122.304,14958.268416,-1829456.06035046,223749794.005103,-27365494806.0001
7.85166117788927,8,3,4,2.5,8.87807925612644,2570,0,2630,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7073,2275.98647329,108581.169477188,5180114.42659905,247129272.984089,-122.11,14910.8521,-1820764.149931,222333510.348074,-27149144948.6034
7.74932246466036,8,3,3,2.5,8.28903709827848,2320,0,2580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5391,2259.96602881,107436.751040201,5107446.45137524,242803407.596573,-122.07,14901.0849,-1818975.433743,222042331.197008,-27104707369.2188
7.08170858610557,7,3,2,1.5,7.14282740116162,1190,0,1390,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7274,2277.90471076,108718.469292327,5188849.8713026,247650313.347608,-122.357,14971.235449,-1831835.45583329,224137890.869394,-27424839913.1065
7.75362354655975,7,4,4,1.75,8.51719319141624,1510,820,1460,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6823,2273.60173329,108410.559927254,5169264.84161929,246482436.957544,-122.368,14973.927424,-1832329.55102003,224218502.499219,-27437169713.8245
6.99393297522319,8,4,3,1,8.00636756765025,1090,0,1570,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6889,2274.23118321,108455.583472983,5172127.47468476,246653069.927494,-122.375,14975.640625,-1832644.02148438,224269812.12915,-27445018259.3048
7.63046126178363,7,3,4,2.75,8.80372460211062,1280,780,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4276,2249.37724176,106682.564071297,5059697.97574782,239969331.714578,-122.157,14922.332649,-1822867.38940389,222676011.687411,-27201433559.6991
7.74066440191724,8,3,3,2.5,8.02617019494643,1510,790,1590,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6827,2273.63987929,108413.288272221,5169438.30069784,246492775.660685,-122.31,14959.7361,-1829725.322391,223793704.181643,-27372207958.4568
7.41457288135059,5,1,4,1,10.4587510257327,930,730,2160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6621,2271.67577641,108272.838022831,5160510.83312798,245960783.379629,-122.132,14916.225424,-1821748.44348397,222493780.899584,-27173610448.828
7.76641689801966,8,4,4,2,8.69951474821019,2360,0,1730,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6702,2272.44796804,108328.04912606,5164019.76744913,246169855.118253,-122.362,14972.459044,-1832060.03354193,224174529.824257,-27430443818.3558
7.1066061377273,7,2,4,1,8.99652814809086,890,330,1290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3341,2240.51702281,106052.856809391,5019916.52950139,237613230.999072,-122.282,14952.887524,-1828468.99220977,223588845.305395,-27340891181.6343
7.87092959675514,8,3,4,2.5,8.92970011431345,2620,0,2620,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5301,2259.11040601,107375.743508696,5103579.82654267,242573659.513556,-122.18,14927.9524,-1823897.224232,222843762.856666,-27227050945.8274
7.85166117788927,9,3,4,2.5,8.61613313927114,2570,0,2470,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6145,2267.14061025,107948.766586749,5139926.54664474,244735032.555216,-122.027,14890.588729,-1817053.87083368,221729632.696222,-27057001889.0219
8.34759040703006,8,3,4,2.25,10.0935292323452,2600,1620,2410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.445,2251.028025,106800.024646125,5067127.1693354,240409848.549118,-122.347,14968.788409,-1831386.35547592,224064626.433413,-27413634850.2487
8.18729927015515,9,3,5,2.75,8.63746202380718,3595,0,3625,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6848,2273.84015104,108427.612834312,5170349.03248161,246547059.544079,-122.016,14887.904256,-1816562.5257001,221649693.135823,-27044808957.6606
7.35883089834235,7,3,3,1,7.73193072194849,1570,0,1580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6413,2269.69346569,108131.147306977,5151508.42819588,245424558.480209,-122.364,14972.948496,-1832149.86976454,224189186.663869,-27432685636.9376
7.15461535691366,6,4,3,1,9.17533476277737,920,360,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4485,2251.36015225,106823.662184034,5068622.53513914,240498536.35855,-122.175,14926.730625,-1823673.31410937,222807287.151313,-27221480307.7117
8.05832730658096,8,3,3,2.5,9.51804563563343,3160,0,3050,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7443,2279.51818249,108833.999960257,5196203.14430251,248089081.782523,-121.977,14878.388529,-1814821.19760183,221366445.219879,-27001614888.5852
6.89770494312864,6,3,3,1,9.05111014640562,990,0,1228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3066,2237.91440356,105868.121523452,5008260.87766131,236923794.035173,-122.371,14974.661641,-1832464.31967081,224240491.262437,-27440533156.2757
7.73630709654828,9,4,4,2.5,9.50420330350305,2290,0,2680,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6194,2267.60725636,107982.096983509,5142042.66909653,244860986.676775,-122.151,14920.866801,-1822598.80060895,222632266.093184,-27194753935.5485
7.13089883029635,7,4,3,1.75,8.69332898912311,1250,0,970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6796,2273.34425616,108392.144796006,5168094.10701566,246412659.784864,-122.301,14957.534601,-1829321.4392369,223727841.340112,-27362138723.7371
7.92044650514261,9,5,3,2.5,11.0822194689963,2165,588,2680,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4041,2247.14869681,106524.061538451,5049677.26557488,239375406.065038,-122.451,14994.247401,-1836060.58849985,224827455.122395,-27530346707.1924
7.08170858610557,7,3,3,1,9.12685006147716,1190,0,1190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4258,2249.20650564,106670.417895182,5058929.9050133,239923797.88918,-122.322,14962.671684,-1830263.92573025,223881543.923175,-27385638215.7707
